Label,Message,Cleaned_Message
0,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,u definitely need module e humanity dis sem izzit u wan take module st
0,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,stayin trouble strangersaw dave day sort nowstill bloke u gona get girl mrur mum still think get getha
0,Near kalainar tv office.thenampet,near kalainar tv officethenampet
0,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",sir good morning hope good weekend call let know able raise ltgt dad however say would make rest available mid feb amount still quite short hope would help good day abiola
0,Ok.ok ok..then..whats ur todays plan,okok okthenwhat ur todays plan
0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen thk shd b enuff still get conclusion n content pg n reference ill b da content pg n cover pg
0,"Mostly sports type..lyk footbl,crckt..",mostly sport typelyk footblcrckt
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy make home constant thought love hope nice visit can not wait till come home kiss
0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",actually fuck whatever find excuse tampa point january though
0,"I dont knw pa, i just drink milk..",not knw pa drink milk
0,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah forget u take shopping
0,Oh is it! Which brand?,oh brand
0,Exactly. Anyways how far. Is jide her to study or just visiting,exactly anyways far jide study visit
0,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",okie ill go yan jiu skip ard oso go cine den go mrt one blah blah blah
0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,oh late well good night give u call tomorrow iam go go sleep night night
0,I need to come home and give you some good lovin...,need come home give good lovin
0,Hmm .. Bits and pieces lol ... *sighs* ...,hmm bit piece lol sigh
0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,never want tell short onedge late
0,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,u think girl propose u today see ur bloody funky shit fucking faceasssssholeeee
0,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,like v shock leh cos tell shuhui like tell leona also like dat almost know liao get ask abt ur reaction lor
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentence formal anyway fine juz tt eatin much n puttin weighthaha anythin special happen
1,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry weekly competition text word win tc urlplaceholder
0,I'm now but have to wait till 2 for the bus to pick me.,wait till bus pick
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call urgnt not know problem not want work problem least tell wate reply
0,Oh... Okie lor...We go on sat... ,oh okie lorwe go sit
0,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok ill stay like hour cos eye really sore
0,ÌÏ collecting ur laptop then going to configure da settings izzit?,collect ur laptop go configure da setting izzit
0,I will reach ur home in  &lt;#&gt;  minutes,reach ur home ltgt minute
0,I'm done oredi...,do oredi
0,When did you get to the library,get library
0,Company is very good.environment is terrific and food is really nice:),company goodenvironment terrific food really nice
0,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",trouble class go well due dodgey one expect mine tomo see recovery time place
0,Also andros ice etc etc,also andro ice etc etc
0,Pls send me your address sir.,pls send address sir
0,"Yes but i dont care! I need you bad, princess!",yes not care need bad princess
0,Mathews or tait or edwards or anderson,mathew tait edward anderson
0,Once free call me sir. I am waiting for you.,free call sir wait
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept dayu accept brother sister lover dear well clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
0,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,hope arnt piss would really like see tomorrow love xxxxxxxxxxxxxx
0,"I sent you the prices and do you mean the  &lt;#&gt; g,",send price mean ltgt g
0,Lmao you know me so well...,lmao know well
0,He's just gonna worry for nothing. And he won't give you money its no use.,go to worry nothing will not give money use
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept dayu accept brother sister lover dear well clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
0,Do you think i can move  &lt;#&gt;  in a week,think move ltgt week
0,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,neva tell noe home da aft wat
0,Now i'm going for lunch.,go lunch
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone sub weekly ringtoneget st week freesend subpoly per weekstop sm
0,"I am real, baby! I want to bring out your inner tigress...",real baby want bring inner tigress
1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",rock yr chik get filthy film xxx pic yr phone rply filth saristar ltd e yt p per day stop cancel
0,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",superb thought grateful u not everything u want mean u still opportunity happy tomorrow u today
0,It's ok i wun b angry. Msg u aft i come home tonight.,ok wun b angry msg u aft come home tonight
0,"Ta-Daaaaa! I am home babe, are you still up ?",tadaaaaa home babe still
0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe miiiiiiissssssssss need crave geeee sad without babe love
0,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,Sorry da. I gone mad so many pending works what to do.,sorry da go mad many pende work
0,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin home super bowl plan
0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid
1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr poly tone mob direct u rply poly title eg poly breathe title crazyin sleepingwith fine ymca getzedcouk poboxowwq p
0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,watch movie already xy want shop shop w
0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,doc appointment next week tired shove stuff ugh could not normal body
0,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",not frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt function thnk abt event espell care miss amp irritated u wrd dearloving frnd wthout u can not live jst takecare goodmorne
0,Come to medical college at 7pm ......forward it da,come medical college pm forward da
0,Ok leave no need to ask,ok leave need ask
1,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,sexy single wait text age follow gender wither f egf gay man text age follow g egg
0,Or I guess  &lt;#&gt;  min,guess ltgt min
0,"\What are youdoing later? Sar xxx\""""",youdoe later sar xxx
0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",come life bring sun shiny warm heart put constant smile face make feel loved care
0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,god create gap btwn ur finger dat sum vry special fill gap hold ur hand plz not ask create much gap leg
1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook
0,I cant pick the phone right now. Pls send a message,can not pick phone right pls send message
0,Sir send to group mail check it.,sir send group mail check
0,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",hellohow u doingwhat u u b move flat cos need arrange pick lamp etc take care hello caroline
0,K..k...from tomorrow onwards started ah?,kkfrom tomorrow onwards start ah
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double min double txt price linerental late orange bluetooth mobile call mobileupd late offer calloptoutlf
0,Alright took the morphine. Back in yo.,alright take morphine back yo
0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",boy love gal propsd bt not mind gv lv lttrs bt frnd throw thm boy decide aproach gal dt time truck speed towards gal wn hit girld boy run like hell n save ask hw cn u run fast boy reply boost secret energy n instantly girl shout energy n thy live happily gthr drinking boost evrydy moral story hv free msgsd gud ni
0,Stop knowing me so well!,stop know well
0,Gud ni8.swt drms.take care,gud niswt drmstake care
1,Win a å£1000 cash prize or a prize worth å£5000,win cash prize prize worth
0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby dolld vehicle sariyag drive madoke barolla
0,"Tick, tick, tick ... Babe",tick tick tick babe
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri ah okie lorgoin drivin den go shoppin tt
0,Two fundamentals of cool life: \Walk,two fundamental cool life walk
0,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",today song dedicated day song u dedicate send ur valuable frnd first rply
0,How much for an eighth?,much eighth
0,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",cheer u tex mecause u werebore yeah okden hunny r uin wk satsound likeyour havin grfun j keep updat countinlot loveme xxxxx
1,You have 1 new message. Please call 08718738034.,new message please call
0,Huh so early.. Then Ì_ having dinner outside izzit?,huh early dinner outside izzit
0,Take some small dose tablet for fever,take small dose tablet fever
0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",cool tyler take go to buy drop place later tonight total order quarter get enough
0,I've reached home n i bathe liao... U can call me now...,reach home n bathe liao u call
0,Oh great. I.ll disturb him more so that we can talk.,oh great ill disturb talk
0,\HEY KATE,hey kate
0,Noooooooo please. Last thing I need is stress. For once in your life be fair.,noooooooo please last thing need stress life fair
0,Moji just informed me that you saved our lives. Thanks.,moji inform save life thank
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh get bao ur sugardad ahgee
0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,fine good hear dear happy new year oh
0,Lol ok your forgiven :),lol ok forgive
0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,not know ask brother nothing problem thing tell
0,Can u get pic msgs to your phone?,u get pic msg phone
0,ÌÏ v ma fan...,v fan
0,I dunno they close oredi not... ÌÏ v ma fan...,dunno close oredi v fan
0,What pa tell me.. I went to bath:-),pa tell go bath
0,(That said can you text him one more time?),say text one time
0,"Easy mate, * guess the quick drink was bit ambitious.",easy mate guess quick drink bit ambitious
1,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,winner u specially select receive holiday flight inc speak live operator claim pmin
0,Yes i will be there. Glad you made it.,yes glad make
0,So how many days since then?,many day since
0,Hey r Ì_ still online? I've finished the formatting...,hey r still online finish formatting
1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u secret admirer reveal think u r special call opt reply reveal stop per msg recd cust care
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private account statement show unredeemed bonus point claim call identifier code expire
1,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,cashbincouk get lot cash weekend urlplaceholder dear welcome weekend get big good ever cash give away
0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard
0,"Vikky, come around  &lt;TIME&gt; ..",vikky come around lttimegt
0,Me n him so funny...,n funny
0,Hey u still at the gym?,hey u still gym
0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh computer ship address sandiago parantella lane wtf poop
1,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpson movie release july name band die start film agreen day bblue day cre day send b c
0,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi relaxing time ever get every day party good night get home tomorrow ish
0,Are you in castor? You need to see something,castor need see something
0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dip cell dead come u well respond else shall come back
0,"Nah I don't think he goes to usf, he lives around here though",nah not think go usf live around though
0,Please leave this topic..sorry for telling that..,please leave topicsorry tell
1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,st wk free gr tone str u wk txt nokia classic nokia tone hit polys nokiap polyp
0,Want to finally have lunch today?,want finally lunch today
0,"Greetings me, ! Consider yourself excused.",greeting consider excuse
0,U 2.,u
1,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,free msg single find partner area real people wait chat nowsend chat cncl send stopc per msg
0,Hey do you want anything to buy:),hey want anything buy
0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,u r beautiful girl ever see u r baby come c common room
0,Asking do u knw them or nt? May be ur frnds or classmates?,ask u knw not may ur frnd classmate
0,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,drive rain ill get catch e mrt station lor
0,O shore are you takin the bus,shore takin bus
0,Nope i waiting in sch 4 daddy... ,nope wait sch daddy
0,Love it! The girls at the office may wonder why you are smiling but sore...,love girl office may wonder smile sore
0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",plz note anyone call mobile co amp ask u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verify cnn ibn
0,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help tell sura expect battery hont pls send message download movie thank
0,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",ah poor babyhope urfeele bettersn luv probthat overdose work hey go careful spk u sn lot lovejen xxx
0,Hey i will be late... i'm at amk. Need to drink tea or coffee,hey late amk need drink tea coffee
0,"Dude u knw also telugu..thts gud..k, gud nyt..",dude u knw also telugutht gudk gud nyt
1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",hi sexychat girl wait text text great night chat send stop stop service
0,I am not having her number sir,number sir
0,"Haha awesome, omw back now then",haha awesome omw back
0,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry not hav signal not see hear neither unusual ill put case get sort hug snog
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",case wake wonder forgot take care something grandma today do parade
0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,plz tell an bslvyl send via fullonsmscom
0,If you r @ home then come down within 5 min,r home come within min
0,What you doing?how are you?,doinghow
0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,yup hey one day fri ask miwa jiayin take leave go karaoke
0,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi baby get back work want see u allday hope not piss u phone today u give call xxx
0,Hey now am free you can call me.,hey free call
1,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile award bonus caller prize nd attempt contact call boxqu
0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit start use get sponsor next event
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear xxxxxxx uve invite xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs
0,I am in your office na.,office na
0,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,maybe fat finger press button not know
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,december mobile mth entitle update late colour camera mobile free call mobile update co free
0,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ha would not say not read anything way u seem not like judgementali save friday pub
0,Havent still waitin as usual... ÌÏ come back sch oredi?,not still waitin usual come back sch oredi
0,Dont think so. It turns off like randomlly within 5min of opening,not think turn like randomlly within min opening
0,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,hi di yijue meet pm esaplanade tonight
0,Where at were hungry too,hungry
0,That's y we haf to combine n c how lor...,haf combine n c lor
0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",everywhere dirt floor window even shirt sometimes open mouth come flow dream world without half chore time joy lot tv show ill see guess like thing must exist like rain hail mist time do become one
0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),imagine life without see fast u search medont worry lm always disturb u goodnoon
1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,todays vodafone number end last four digit select received award number match please call claim award
0,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",bill letter expect one orange not bill may still say orange
0,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,yes please leave ltgt ltgt leave
0,"I'm home, my love ... If your still awake ... *loving kiss*",home love still awake love kiss
0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),pure hearted person wonderful smile make even hisher enemy feel guilty enemy catch world smile goodmorning amp smiley sunday
0,Do Ì_ noe if ben is going?,noe ben go
0,"Uh, heads up we don't have THAT much left",uh head not much left
0,WOT U WANNA DO THEN MISSY?,wot u wanna missy
0,Are you going to write ccna exam this week??,go write ccna exam week
0,Cos daddy arranging time c wat time fetch Ì_ mah...,cos daddy arrange time c wat time fetch mah
0,Are you there in room.,room
0,Then i buy.,buy
0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",put party day week study lightly think need draw custom checkboxe know hardcore
0,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,safe trip nigeria wish happiness soon company share moment
0,I love u 2 my little pocy bell I am sorry but I love u,love u little pocy bell sorry love u
0,If he started searching he will get job in few days.he have great potential and talent.,start search get job dayshe great potential talent
0,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,nothin come mind help buy hang lor ur laptop heavy
1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,unique enough find th august urlplaceholder
0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,messagesome text miss sendername miss number miss sentdate miss miss u lot everything miss send via fullonsmscom
0,I wont do anything de.,will not anything de
0,K..u also dont msg or reply to his msg..,ku also not msg reply msg
0,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",gal n boy walk park galcan hold ur hand boyy u think would run away galno jst wana c feels walk heaven princegn
1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,emailplaceholder morow soiree speciale zouk nichols parisfree rose lady info
0,I'm glad. You are following your dreams.,glad follow dream
0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit really shocking scary can not imagine second def night u think somewhere could crash night save taxi
1,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,welcome please reply age gender begin eg
0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,try figure suppose see couple different people week say get together not set date
0,I'm working technical support :)voice process.networking field.,work technical support voice processnetworke field
0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,tell dr appt next week think go to die tell check nothing worried not listen
0,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ok lor sony ericsson salesman ask shuhui say quite gd use consider
0,Jus finish bathing...,jus finish bathe
1,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry weekly comp send word win tc urlplaceholder
0,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",haha leg neck kill amigo hope end night burn think could swing like hour
0,No shoot me. I'm in the docs waiting room. :/,shoot doc waiting room
0,Oh k...i'm watching here:),oh kim watch
0,Small problem in auction:)punj now asking tiwary,small problem auctionpunj ask tiwary
0,Sorry i din lock my keypad.,sorry din lock keypad
0,U wan 2 haf lunch i'm in da canteen now.,u wan haf lunch da canteen
0,Where's my boytoy? I miss you ... What happened?,boytoy miss happen
0,Boy you best get yo ass out here quick,boy well get yo ass quick
0,Dude im no longer a pisces. Im an aquarius now.,dude long pisce aquarius
0,Where @,
0,Convey my regards to him,convey regard
0,Would really appreciate if you call me. Just need someone to talk to.,would really appreciate call need someone talk
0,Minimum walk is 3miles a day.,minimum walk mile day
0,Lol that's different. I don't go trying to find every real life photo you ever took.,lol different not go try find every real life photo ever take
0,Geeeee ... I love you so much I can barely stand it,geeeee love much barely stand
0,Then what about further plan?,plan
0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,gr see message r u leave congrat dear school wat r ur plan
0,"Come round, it's . ",come round
0,Sitting ard nothing to do lor. U leh busy w work?,sit ard nothing lor u leh busy w work
0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,buy blackberry bold torch buy new use let know plus say buy ltgt g wifi ipad say ltgt g
1,Filthy stories and GIRLS waiting for your,filthy story girl wait
0,Wen did you get so spiritual and deep. That's great,wen get spiritual deep great
0,I meant middle left or right?,mean middle left right
1,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,txt call claim reward hour talk time use phone subscribegbpmnth inc hrs stoptxtstop urlplaceholder
0,"Not for possession, especially not first offense",possession especially first offense
1,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,datingi two start send text talk sport radio last week connection think coincidence
0,K..k..i'm also fine:)when will you complete the course?,kkim also finewhen complete course
0,I didnt get anything da,not get anything da
0,No screaming means shouting..,screaming mean shout
0,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",hello sort town already not rush home eat nachos let know eta
0,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",good afternoon love go day sleep hope well boytoy think
0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,cocksucker make feel well ipad worthless garbage novelty item feel bad even want one
1,"Latest News! Police station toilet stolen, cops have nothing to go on!",late news police station toilet steal cop nothing go
0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep safe need miss already envy everyone see real life
1,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,tbspersolvo chase we since sept definitely pay thank information ignore kath manchester
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love not decision feeling could decide love life would much simple less magical
0,Love it! I want to flood that pretty pussy with cum...,love want flood pretty pussy cum
0,"Yes, princess. Toledo.",yes princess toledo
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call
0,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",fishrman wake early mrng dark wait amp find sack ful stone strtd throwin thm sea pass time atlast jus stone sun rise amp find tht r not stone diamond moraldont wake early mrng good night
0,Sounds great! Im going to sleep now. Have a good night!,sound great go sleep good night
0,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,aiyo u poor thing u dun wan eat u bathe already
0,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",nonenowhere ikno doesdiscountshitinnit
0,Haha... can... But i'm having dinner with my cousin...,haha dinner cousin
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",hi wk ok hol yes bit run forgot hairdresser appointment four need get home n shower beforehand cause prob u ham
1,This message is brought to you by GMW Ltd. and is not connected to the,message bring gmw ltd connect
